"row_num","DHSID","lat","long","treated"
"1101","UG201400000197","-0.999016","29.852365",0
"1102","UG201400000198","0.752873","30.673751",0
"1105","UG201400000201","0.096254","30.548725",0
"1106","UG201400000202","-0.711426","30.653736",0
"1107","UG201400000203","0.138585","30.672851",0
"1108","UG201400000204","-0.137696","31.074835",0
"1110","UG201400000206","-0.663968","30.025507",0
"1111","UG201400000207","1.04149","30.31817",0
"1163","UG201600000049","-0.194976469","31.81230803",0
"1166","UG201600000052","-0.04388572","31.58577767",0
"1167","UG201600000053","0.103649319","31.50511064",0
"1168","UG201600000054","-0.296553867","31.39343666",0
"1169","UG201600000055","-0.110797566","31.43195593",0
"1175","UG201600000061","-0.60595967","31.35205204",0
"1176","UG201600000062","-0.759788942","31.21766499",0
"1179","UG201600000065","0.221878137","31.77036803",0
"1183","UG201600000070","0.315229758","32.29669296",0
"1215","UG201600000103","1.507980182","32.51046245",0
"1217","UG201600000105","1.300652244","31.8994815",0
"1218","UG201600000106","1.012710646","31.58465627",0
"1219","UG201600000108","0.641479026","32.02416854",0
"1220","UG201600000109","0.788869857","31.8995899",0
"1221","UG201600000110","0.59864107","31.53047547",0
"1222","UG201600000111","0.635475126","31.55708613",0
"1225","UG201600000114","0.562322843","31.69761576",0
"1226","UG201600000115","0.642594429","31.80064162",0
"1228","UG201600000117","0.332237498","31.934303",0
"1229","UG201600000118","0.538248498","31.91876108",0
"1230","UG201600000119","0.574232406","32.11049397",0
"1233","UG201600000122","0.944791759","32.52347253",0
"1236","UG201600000125","0.875607281","32.89343569",0
"1237","UG201600000126","0.755486582","33.00640543",0
"1242","UG201600000131","0.619267863","32.88433515",0
"1244","UG201600000133","0.671262908","32.76222318",0
"1257","UG201600000146","0.364068794","33.19674806",0
"1259","UG201600000148","0.421978327","33.89337187",0
"1264","UG201600000153","0.527984122","33.65084726",0
"1265","UG201600000154","0.490952468","33.76258971",0
"1266","UG201600000155","0.672283223","33.62968989",0
"1274","UG201600000163","0.66221244","33.24017274",0
"1277","UG201600000166","1.051142479","33.07065562",0
"1282","UG201600000171","1.033247521","33.30560133",0
"1283","UG201600000172","1.156886804","33.31909485",0
"1285","UG201600000174","1.09390754","33.50333981",0
"1286","UG201600000175","1.142753148","33.40499823",0
"1287","UG201600000176","0.777082071","33.79567617",0
"1288","UG201600000177","0.883187215","33.74176151",0
"1303","UG201600000192","0.824837773","34.12730438",0
"1312","UG201600000201","0.813735698","34.05134388",0
"1315","UG201600000204","0.92969728","34.01238778",0
"1319","UG201600000209","0.980852802","33.73837271",0
"1321","UG201600000211","1.186051715","33.78310266",0
"1327","UG201600000217","1.087803049","33.91992707",0
"1347","UG201600000237","0.870548114","34.29652283",0
"1354","UG201600000244","1.058310849","34.41970824",0
"1355","UG201600000245","1.084312102","34.41196878",0
"1361","UG201600000251","1.123767284","34.35758745",0
"1362","UG201600000252","1.235235629","34.40506803",0
"1366","UG201600000258","1.434779181","34.66482409",0
"1367","UG201600000259","1.396399056","34.72370958",0
"1373","UG201600000265","1.264300952","34.23752009",0
"1380","UG201600000272","1.326709387","33.99642452",0
"1382","UG201600000274","1.433681823","33.89570077",0
"1387","UG201600000279","1.547496726","33.16383495",0
"1389","UG201600000281","1.600584613","33.51414083",0
"1391","UG201600000283","1.54176415","33.60848176",0
"1392","UG201600000284","1.942654561","33.50340366",0
"1393","UG201600000285","1.729935012","33.52670335",0
"1394","UG201600000286","1.805022176","33.57333379",0
"1398","UG201600000290","1.736969974","33.23252487",0
"1399","UG201600000291","1.607530922","33.07422599",0
"1400","UG201600000292","1.947132831","33.34982497",0
"1402","UG201600000294","1.957590594","33.85792755",0
"1404","UG201600000296","2.114421646","33.49146755",0
"1405","UG201600000297","1.823115789","33.83981404",0
"1406","UG201600000298","2.112653996","33.74819229",0
"1407","UG201600000299","2.15380637","33.60095097",0
"1408","UG201600000300","1.750294627","34.11382238",0
"1409","UG201600000301","1.942987486","33.94427134",0
"1410","UG201600000302","2.144752786","33.91770341",0
"1415","UG201600000307","1.875969715","34.53492553",0
"1420","UG201600000312","1.976119819","34.56599368",0
"1421","UG201600000313","1.91793602","34.97596906",0
"1422","UG201600000314","1.603306558","34.83610534",0
"1423","UG201600000315","2.199218673","34.94699986",0
"1424","UG201600000316","1.99728144","34.35553478",0
"1425","UG201600000317","2.233187691","34.19961961",0
"1427","UG201600000319","2.478105687","34.44416442",0
"1428","UG201600000320","2.499768296","34.34660097",0
"1429","UG201600000321","2.572625337","34.84801201",0
"1430","UG201600000322","2.581093026","34.54324055",0
"1431","UG201600000323","2.607566919","34.59456225",0
"1432","UG201600000324","2.477738737","34.86617201",0
"1433","UG201600000325","3.495466539","34.16595977",0
"1434","UG201600000326","3.623073938","34.1745254",0
"1435","UG201600000327","3.613376283","33.94486401",0
"1436","UG201600000328","3.79432045","33.92927042",0
"1437","UG201600000329","3.529102528","34.04791219",0
"1438","UG201600000330","3.432635723","34.17462846",0
"1439","UG201600000331","3.099819461","33.90408164",0
"1440","UG201600000332","2.995252765","34.17538414",0
"1441","UG201600000333","3.077602988","34.03591416",0
"1442","UG201600000334","2.749384246","33.6801917",0
"1443","UG201600000335","2.599345393","33.61118378",0
"1444","UG201600000336","2.56596084","33.76475065",0
"1445","UG201600000337","1.803299245","34.69984729",0
"1447","UG201600000339","3.051341029","34.1525153",0
"1448","UG201600000340","2.768317309","34.18095803",0
"1449","UG201600000341","2.564765062","33.22851372",0
"1450","UG201600000342","2.393203829","33.63409402",0
"1451","UG201600000343","2.379645844","33.26230826",0
"1452","UG201600000344","2.403278003","33.11024053",0
"1453","UG201600000345","2.369182536","33.23493179",0
"1454","UG201600000346","2.422897379","33.01579305",0
"1455","UG201600000347","2.219960165","33.30804689",0
"1456","UG201600000348","2.237256219","32.95842655",0
"1457","UG201600000349","2.139746801","33.09116784",0
"1458","UG201600000350","2.038547451","33.00881193",0
"1459","UG201600000351","2.554785705","32.83255838",0
"1460","UG201600000352","2.285943264","32.99071982",0
"1464","UG201600000356","2.114804487","32.88350854",0
"1466","UG201600000358","2.211652787","32.71091316",0
"1467","UG201600000359","2.342886142","32.89554646",0
"1468","UG201600000360","2.26608601","32.43994537",0
"1471","UG201600000363","2.247313109","32.29688078",0
"1474","UG201600000366","2.583616548","32.48528608",0
"1477","UG201600000369","1.836078352","32.56865317",0
"1478","UG201600000370","1.878837547","32.75008389",0
"1479","UG201600000371","1.773437991","32.46864225",0
"1480","UG201600000372","1.945859534","32.49101627",0
"1481","UG201600000373","2.09545372","32.53694156",0
"1484","UG201600000376","2.076122325","33.17277025",0
"1485","UG201600000377","2.077281372","33.23543256",0
"1486","UG201600000378","1.742970221","32.87954141",0
"1487","UG201600000379","1.640902449","32.71883742",0
"1491","UG201600000383","2.251933969","32.70387069",0
"1493","UG201600000385","2.635552111","33.45154747",0
"1494","UG201600000386","2.681019188","33.37688136",0
"1495","UG201600000387","2.849826903","33.23158866",0
"1496","UG201600000388","3.203749918","33.45832986",0
"1497","UG201600000389","2.947670485","33.34109172",0
"1498","UG201600000390","3.106944097","33.19674137",0
"1500","UG201600000392","3.370527086","33.24108635",0
"1501","UG201600000393","3.403227411","33.42138625",0
"1502","UG201600000394","3.343366638","32.49487643",0
"1503","UG201600000395","3.694946944","32.81051214",0
"1504","UG201600000396","3.3812629","32.52951091",0
"1505","UG201600000397","3.158460076","32.84962952",0
"1506","UG201600000398","2.700168247","32.86915393",0
"1508","UG201600000400","3.01994759","32.97583297",0
"1509","UG201600000401","2.940536548","31.77677313",0
"1510","UG201600000402","2.876856804","31.94587543",0
"1511","UG201600000403","3.192974054","32.1173735",0
"1512","UG201600000404","2.799608454","32.05993006",0
"1514","UG201600000407","2.824242567","32.23600926",0
"1515","UG201600000408","3.126967799","32.27942654",0
"1518","UG201600000411","2.649539691","32.43098266",0
"1519","UG201600000412","2.800634176","32.50980801",0
"1520","UG201600000413","2.712136215","32.75140409",0
"1521","UG201600000414","2.671638587","31.92589906",0
"1522","UG201600000415","2.49145016","31.90498641",0
"1523","UG201600000416","2.547461556","32.17684917",0
"1526","UG201600000419","3.275911467","32.80083708",0
"1532","UG201600000425","3.332220216","31.74382322",0
"1533","UG201600000426","3.432344405","31.96139505",0
"1535","UG201600000428","3.207527637","31.54338511",0
"1536","UG201600000429","3.59221428","31.57131267",0
"1537","UG201600000430","3.701117283","31.69971897",0
"1538","UG201600000431","3.26817858","31.3934134",0
"1539","UG201600000432","3.609832212","31.11194627",0
"1540","UG201600000433","3.682283796","31.4199029",0
"1541","UG201600000434","3.398674876","31.14167967",0
"1542","UG201600000435","3.40329444","31.29717993",0
"1544","UG201600000437","3.371386161","31.07327556",0
"1547","UG201600000440","3.139207512","30.85219228",0
"1548","UG201600000441","3.243339833","30.98194161",0
"1551","UG201600000444","3.009827694","30.97352262",0
"1553","UG201600000446","3.148812289","31.49831755",0
"1554","UG201600000447","2.684858314","31.15885639",0
"1555","UG201600000448","3.010144468","31.39921197",0
"1556","UG201600000449","3.223907971","31.03449825",0
"1557","UG201600000450","3.127368641","30.96769485",0
"1558","UG201600000451","3.272342017","31.1802376",0
"1559","UG201600000452","3.109087719","31.0956543",0
"1563","UG201600000456","2.241668754","31.27366864",0
"1564","UG201600000457","2.713265996","31.37366567",0
"1565","UG201600000458","2.351559587","31.07364524",0
"1566","UG201600000459","2.512861587","31.16949457",0
"1568","UG201600000461","2.382994014","30.9051834",0
"1569","UG201600000462","2.379615842","30.89594873",0
"1577","UG201600000470","1.924308821","31.96384366",0
"1578","UG201600000471","2.014215076","32.14146061",0
"1579","UG201600000472","1.807455635","32.09973775",0
"1580","UG201600000473","2.233534362","32.27347404",0
"1582","UG201600000475","1.606658996","31.49419481",0
"1583","UG201600000476","1.504041681","31.71634206",0
"1586","UG201600000479","2.013501156","31.50158684",0
"1588","UG201600000481","1.369509233","31.42487863",0
"1589","UG201600000482","1.587353906","31.1609981",0
"1591","UG201600000484","1.589922918","31.37768966",0
"1595","UG201600000488","1.415116217","30.87647631",0
"1596","UG201600000489","1.22951617","30.73099872",0
"1598","UG201600000491","1.135351112","31.11271162",0
"1601","UG201600000494","1.016475996","31.34607406",0
"1602","UG201600000495","1.041280345","31.28756994",0
"1604","UG201600000497","0.958890286","30.72273654",0
"1605","UG201600000498","0.883050627","30.88069754",0
"1607","UG201600000500","1.023256574","30.8337442",0
"1608","UG201600000501","1.058191123","30.70514547",0
"1609","UG201600000502","1.014073393","30.56940619",0
"1610","UG201600000503","0.984544959","30.79407324",0
"1611","UG201600000504","0.996820063","31.11399943",0
"1612","UG201600000505","0.813495333","30.9314906",0
"1621","UG201600000514","0.530021067","31.1327829",0
"1624","UG201600000517","0.370140223","31.03887257",0
"1625","UG201600000518","0.420779856","30.8629269",0
"1626","UG201600000519","0.719222735","30.79133843",0
"1627","UG201600000520","0.77272947","30.4511166",0
"1629","UG201600000522","0.516566659","30.76799031",0
"1630","UG201600000523","0.712185922","30.54728122",0
"1631","UG201600000524","0.749194245","30.61674181",0
"1632","UG201600000525","0.829183372","30.68358496",0
"1633","UG201600000526","0.542855637","30.21389806",0
"1636","UG201600000529","0.880151614","30.46257601",0
"1639","UG201600000532","0.616038406","30.18448976",0
"1642","UG201600000535","0.66182619","29.97369155",0
"1643","UG201600000536","0.721037084","30.01824083",0
"1646","UG201600000539","0.143859083","29.95682391",0
"1650","UG201600000543","0.454234781","30.11748244",0
"1652","UG201600000545","0.320083876","30.12663845",0
"1653","UG201600000546","0.23995388","30.03657579",0
"1654","UG201600000547","0.409129317","30.45605382",0
"1655","UG201600000548","0.206605705","30.54684239",0
"1656","UG201600000549","0.228280996","30.53267908",0
"1657","UG201600000550","0.339770499","30.68003113",0
"1661","UG201600000554","0.720083054","30.75188692",0
"1663","UG201600000556","0.615528853","30.36029551",0
"1669","UG201600000562","0.15231434","30.7059021",0
"1670","UG201600000563","-0.057501001","30.6608013",0
"1671","UG201600000564","0.187108771","30.7614334",0
"1672","UG201600000565","-0.292784598","30.61851066",0
"1673","UG201600000566","-0.034917589","31.00712777",0
"1674","UG201600000567","-0.794600196","31.13935982",0
"1675","UG201600000568","-0.868028689","30.839014",0
"1676","UG201600000569","-0.812092784","31.05030998",0
"1677","UG201600000570","-0.773072829","30.72083468",0
"1681","UG201600000574","-0.356151544","30.6586296",0
"1682","UG201600000575","-0.319808797","30.53069163",0
"1683","UG201600000576","-0.832400732","30.48257483",0
"1685","UG201600000578","0.018209039","30.57147851",0
"1686","UG201600000579","0.088585352","30.56718454",0
"1687","UG201600000580","-0.284113409","30.36376265",0
"1688","UG201600000581","-0.381454962","30.47299985",0
"1689","UG201600000582","-0.697420887","30.21247287",0
"1691","UG201600000585","-0.22808719","30.16890804",0
"1693","UG201600000587","-0.393402557","30.16347135",0
"1694","UG201600000588","-0.531995258","30.04191908",0
"1695","UG201600000589","-0.531392079","30.01727735",0
"1696","UG201600000590","-0.599434117","30.09852341",0
"1697","UG201600000591","-0.576697618","30.01881859",0
"1699","UG201600000593","-0.774974373","30.1735288",0
"1702","UG201600000596","-0.883287518","30.54591408",0
"1704","UG201600000598","-0.967696715","30.13510174",0
"1711","UG201600000606","-0.056742219","30.43015447",0
"1717","UG201600000613","-0.971006806","29.85939476",0
"1720","UG201600000616","-0.773024234","30.04402821",0
"1721","UG201600000617","-0.441406384","29.79967847",0
"1725","UG201600000621","-0.657161717","29.71730857",0
"1726","UG201600000622","-0.89939356","29.72389219",0
"1727","UG201600000623","-0.690425365","29.78208634",0
"1729","UG201600000625","-1.303956583","30.03274031",0
"1733","UG201600000629","-1.433491524","29.97768952",0
"1735","UG201600000631","-1.283475285","29.90691193",0
"1736","UG201600000632","-1.122432091","29.82759401",0
"1741","UG201600000637","-1.206712513","30.08952167",0
"1742","UG201600000638","-1.211487175","29.75366165",0
"1754","UG201600000650","-1.183605325","30.12717668",0
"1759","UG201600000655","-0.412388719","32.39107829",0
"1760","UG201600000656","-0.249261983","32.37757398",0
"1761","UG201600000657","-0.658714401","32.33944551",0
"1766","UG201600000664","-0.101881337","32.61242605",0
"1767","UG201600000665","0.022258942","32.77720766",0
"1769","UG201600000667","0.048632616","33.27679259",0
"1770","UG201600000668","0.242356","33.254327",0
"1771","UG201600000669","0.304805868","33.36557915",0
"1772","UG201600000670","0.093798721","33.03918231",0
"1773","UG201600000671","0.081964583","33.49063425",0
"1774","UG201600000672","0.046006208","33.00785572",0
"1775","UG201600000673","-0.095708413","33.25185839",0
"1776","UG201600000674","0.221584249","33.34492291",0
"1777","UG201600000675","0.204962531","33.2684761",0
"1778","UG201600000677","0.201055885","33.81187755",0
"1779","UG201600000678","-0.138174602","33.71653822",0
"1780","UG201600000679","-0.127396709","33.72480857",0
"1781","UG201600000680","0.090340611","33.83343773",0
"1783","UG201600000682","0.322631776","33.67330113",0
"1784","UG201600000683","0.411448476","33.35248963",0
"1787","UG201600000686","0.329479064","33.47708684",0
"1788","UG201600000687","0.235795477","33.4579098",0
"1791","UG201600000690","0.235902527","33.59145514",0
"1795","UG201600000694","0.223461183","33.49476297",0
"1796","UG201600000695","0.266963375","33.43743994",0
"1797","UG201600000696","0.451593591","33.29509995",0
"10","UG200600000012","-0.391236","31.768275",1
"46","UG200600000056","0.469334","31.767405",1
"106","UG200600000117","0.512209","33.964461",1
"108","UG200600000119","0.530134","33.602206",1
"140","UG200600000151","1.406812","34.548105",1
"149","UG200600000160","0.863255","34.330793",1
"150","UG200600000161","0.876828","34.224437",1
"153","UG200600000164","0.833838","34.356302",1
"154","UG200600000165","0.844052","34.314893",1
"172","UG200600000183","0.623225","34.012953",1
"173","UG200600000184","0.728098","34.012469",1
"181","UG200600000206","1.82934","34.7193",1
"205","UG200600000231","1.813164","34.572105",1
"248","UG200600000280","0.331616","30.092723",1
"283","UG200600000315","-0.654555","30.204793",1
"347","UG200900000011","-0.271521","31.363902",1
"408","UG200900000072","0.832294","34.356101",1
"410","UG200900000074","1.096461","34.244726",1
"413","UG200900000077","1.24783","33.878368",1
"418","UG200900000082","0.837958","33.895318",1
"466","UG200900000130","1.79068","34.615286",1
"478","UG200900000142","-1.187536","30.215306",1
"569","UG201100000100","0.187","32.19979",1
"615","UG201100000187","0.559676","31.439357",1
"618","UG201100000193","0.465854","31.662434",1
"649","UG201100000252","0.713404","33.530474",1
"675","UG201100000305","0.386814","34.047757",1
"680","UG201100000312","0.790028","34.361432",1
"692","UG201100000333","1.151679","34.369168",1
"695","UG201100000339","0.709386","33.886174",1
"697","UG201100000342","0.648191","34.234604",1
"698","UG201100000345","0.629127","33.994059",1
"699","UG201100000346","0.812973","34.077778",1
"702","UG201100000351","1.261163","34.019736",1
"709","UG201100000364","1.277344","33.872068",1
"710","UG201100000367","1.576364","33.814327",1
"770","UG201100000470","2.620998","33.657362",1
"781","UG201100000481","1.942766","34.935044",1
"782","UG201100000482","1.846083","34.681239",1
"840","UG201100000587","0.216235","30.445981",1
"846","UG201100000596","0.031863","29.759365",1
"880","UG201100000662","-1.133516","30.04911",1
"937","UG201400000031","-0.232662","31.384413",1
"948","UG201400000042","0.3207","33.06789",1
"979","UG201400000074","0.776537","33.967725",1
"1004","UG201400000099","1.0809","33.857565",1
"1057","UG201400000152","2.408279","32.378626",1
"1084","UG201400000180","0.03081","29.763153",1
"1096","UG201400000192","-1.007781","29.942527",1
"1098","UG201400000194","0.227086","30.459559",1
"1114","UG201400000210","-0.513911","30.320591",1
"1165","UG201600000051","-0.135916753","31.66024259",1
"1189","UG201600000076","0.249496749","32.44910539",1
"1214","UG201600000102","1.1752467","32.41565364",1
"1240","UG201600000129","0.249784452","32.87985058",1
"1245","UG201600000134","0.292240975","33.10259936",1
"1268","UG201600000157","0.786744879","33.40497204",1
"1269","UG201600000158","0.59105164","33.51951397",1
"1278","UG201600000167","0.865620011","33.14976896",1
"1296","UG201600000185","0.347374981","34.05306583",1
"1306","UG201600000195","0.600485987","34.0165636",1
"1309","UG201600000198","0.686032106","33.97046297",1
"1310","UG201600000199","0.870243412","34.01776376",1
"1316","UG201600000205","0.888151434","33.90775356",1
"1317","UG201600000207","1.099176094","33.88168356",1
"1324","UG201600000214","1.27668504","33.70754009",1
"1326","UG201600000216","1.278673892","33.80215007",1
"1336","UG201600000226","1.092836401","34.27674297",1
"1345","UG201600000235","0.810925211","34.30540582",1
"1346","UG201600000236","0.871118977","34.2794716",1
"1348","UG201600000238","0.844467796","34.3108212",1
"1349","UG201600000239","0.923687977","34.24955665",1
"1351","UG201600000241","0.778737149","34.29136434",1
"1356","UG201600000246","1.157506533","34.38125285",1
"1359","UG201600000249","1.142978126","34.36349869",1
"1365","UG201600000257","1.432425418","34.54538156",1
"1377","UG201600000269","1.238071467","33.99257056",1
"1381","UG201600000273","1.363710996","33.84720902",1
"1401","UG201600000293","1.83767532","33.32375833",1
"1416","UG201600000308","1.91795458","34.79873126",1
"1417","UG201600000309","1.7685341","34.60024114",1
"1418","UG201600000310","1.875438521","34.69191005",1
"1473","UG201600000365","2.356772509","32.37620836",1
"1517","UG201600000410","2.50595585","32.3759753",1
"1615","UG201600000508","1.681773674","31.68651572",1
"1647","UG201600000540","0.033168997","29.75718573",1
"1715","UG201600000611","-0.846545543","29.94012071",1
"1734","UG201600000630","-1.199548422","29.92739315",1
"1739","UG201600000635","-1.165172697","30.10392909",1
"1740","UG201600000636","-1.161050834","30.16967561",1
