"year","lat","long"
2016,0.320187631511,32.5682063677
2016,0.340653350002,32.5936271164
2016,0.313103244185,32.5665559657
2016,0.353368071333,32.5581439634
2016,0.367387686213,32.5943566295
2016,0.358632151219,32.5655578887
2016,0.379859123014,32.5676504154
2016,0.367843107211,32.5556987257
2016,0.375812217412,32.5909922795
2016,0.354156502627,32.5854163027
2016,0.334930302998,32.5607538623
2016,0.339935413959,32.5645960033
2016,0.339649439532,32.573541892
2016,0.321586343724,32.5406379554
2016,0.297321872137,32.5439370693
2016,0.333287944956,32.5483096183
2016,0.3292405435,32.5597637715
2016,0.30548621477,32.5429969514
2016,0.320129901586,32.5388042113
2016,0.342636172677,32.5445732201
2016,0.31763599334,32.5400486825
2016,0.285404906835,32.5409752188
2016,0.30435760554,32.570912935
2016,0.330321739006,32.5583797035
2016,0.292290874948,32.5596263383
2016,0.288825643964,32.6309673631
2016,0.256769844875,32.6366169584
2016,0.28212371734,32.5951493059
2016,0.315483963,32.591399445
2016,0.303050567599,32.5962969135
2016,0.293135925102,32.5725314871
2016,0.290363566407,32.5938227778
2016,0.271943687787,32.5878424261
2016,0.286188895609,32.5778489796
2016,0.296949098009,32.5838391581
2016,0.266984096616,32.6091047005
2016,0.312314079882,32.5970508167
2016,0.347769190956,32.6048857864
2016,0.370568722972,32.6038784194
2016,0.332044334955,32.6384797752
2016,0.388959006279,32.597001741
2016,0.344806666483,32.627365442
2016,0.307357110697,32.6486253475
2016,0.301909519025,32.642829482
2016,0.334812744317,32.6060216814
2016,-0.322854885702,31.9867370089
2016,-0.366113969319,31.7184213279
2016,-0.284714262202,31.7590655154
2016,-0.194976469028,31.8123080284
2016,-0.0922330862719,31.7266529082
2016,-0.135916753274,31.6602425888
2016,-0.0438857202967,31.585777671
2016,0.10364931914,31.5051106433
2016,-0.296553866675,31.3934366624
2016,-0.110797566309,31.431955929
2016,-0.241244752487,31.2240399359
2016,-0.325458698419,31.6251580693
2016,-0.41578937619,31.4715521398
2016,-0.897485719125,31.4723978178
2016,-0.898894981747,31.2298488984
2016,-0.605959670079,31.3520520439
2016,-0.759788941608,31.2176649919
2016,-0.637788868646,31.4154226049
2016,-0.631488215446,31.569281254
2016,0.221878136863,31.7703680265
2016,0.281604119021,31.6021755119
2016,0.116666027756,31.9905021639
2016,-0.0114479304264,32.0685599448
2016,0.315229757683,32.2966929569
2016,0.439076921698,32.3224685517
2016,0.0918839329827,32.5168564438
2016,0.088866983937,32.4979161221
2016,0.275056412019,32.4582626877
2016,0.241731717671,32.5241341404
2016,0.249496748939,32.4491053936
2016,0.130137236865,32.4990380477
2016,0.366038042037,32.5166233687
2016,0.334690869433,32.5091786904
2016,0.443049344112,32.6152364498
2016,0.43873295215,32.5437559649
2016,-0.318177293285,31.7410015595
2016,-0.324365548361,31.7609565399
2016,-0.23497110735,31.4848033223
2016,-0.394966991373,31.2358311312
2016,0.185811328167,32.3159782072
2016,0.534546358687,32.2537707167
2016,0.401007993735,32.4676559288
2016,0.460038478371,32.5282311086
2016,0.370627912374,32.6814565222
2016,0.392606255757,32.6313835838
2016,0.362399967447,32.6576484081
2016,0.362703323886,32.6486018945
2016,0.251033982368,32.5565737592
2016,0.274752658733,32.5555278528
2016,0.283336099678,32.5282071433
2016,0.240867388505,32.5896422681
2016,0.389529411574,32.5457884642
2016,0.399447263515,32.5476578593
2016,0.35708026208,32.5493143234
2016,1.17524670009,32.4156536428
2016,1.50798018245,32.5104624508
2016,0.726339324637,32.4396955872
2016,1.3006522438,31.899481501
2016,1.01271064604,31.5846562698
2016,0.641479026082,32.0241685357
2016,0.788869856886,31.8995898995
2016,0.598641070047,31.5304754699
2016,0.63547512632,31.557086127
2016,0.518697448862,31.2932795571
2016,0.411186792879,31.2420103371
2016,0.562322843147,31.6976157625
2016,0.642594428752,31.8006416224
2016,0.460918608209,31.9448809616
2016,0.332237497509,31.9343030047
2016,0.53824849751,31.91876108
2016,0.574232405666,32.110493965
2016,0.577773596348,32.6415624261
2016,0.867683252647,32.6544948497
2016,0.944791759267,32.5234725325
2016,0.856831953769,32.4438083501
2016,1.09586321626,32.8780607998
2016,0.875607280671,32.893435691
2016,0.755486581632,33.0064054276
2016,0.77229078582,32.9126628937
2016,0.451949068346,32.7207598033
2016,0.249784451877,32.8798505791
2016,0.436326472071,32.8001714946
2016,0.619267863473,32.884335151
2016,0.602549187215,32.7833249044
2016,0.671262908124,32.7622231768
2016,0.292240974885,33.1025993556
2016,1.06702864315,32.4557434537
2016,0.949817647637,31.5987104989
2016,0.576012456222,31.399954636
2016,0.346799305186,32.0336355531
2016,0.392478968504,32.0747555856
2016,0.86248999523,32.4934180359
2016,0.368269629487,32.7616097373
2016,0.431973828053,32.6958384185
2016,0.360490932808,32.7165049409
2016,0.367140197038,32.9311743282
2016,0.441797586285,33.1716533499
2016,0.364068794211,33.1967480629
2016,0.224903677132,33.8585268943
2016,0.421978327249,33.8933718694
2016,0.529629758718,33.3767960336
2016,0.391346331128,33.5028817045
2016,0.321060448407,33.5465795711
2016,0.500964477541,33.8146791043
2016,0.527984121757,33.650847263
2016,0.490952467658,33.7625897148
2016,0.672283222565,33.6296898869
2016,0.46358112882,33.6084816465
2016,0.786744878678,33.404972039
2016,0.591051639736,33.5195139687
2016,0.81309957574,33.4179115423
2016,0.488236049274,33.2254397985
2016,0.490418060767,33.241991275
2016,0.583608024847,33.1326287567
2016,0.662212440389,33.2401727369
2016,0.817884837631,33.3042878099
2016,0.680693312413,33.2919423568
2016,1.05114247911,33.070655617
2016,0.86562001089,33.1497689608
2016,0.902094038342,33.2529124938
2016,0.724100009973,33.0905171685
2016,0.694085848351,33.2125980002
2016,1.03324752071,33.3056013274
2016,1.15688680376,33.3190948544
2016,1.30422269449,33.055759308
2016,1.0939075398,33.5033398065
2016,1.14275314769,33.404998232
2016,0.777082071466,33.7956761718
2016,0.883187215306,33.7417615055
2016,0.323389234287,33.8708092237
2016,0.529367804585,33.8664060898
2016,0.603370692696,33.4788676039
2016,0.463288593616,33.2408925489
2016,0.422176369817,33.2082179218
2016,0.438672903788,33.2176970997
2016,0.972978868603,33.1317743705
2016,0.347374981005,34.0530658308
2016,0.257588888612,33.972351552
2016,0.569170491846,34.1003481571
2016,0.43187939341,34.0472568595
2016,0.263208931803,33.984729415
2016,0.414114085888,34.0202442876
2016,0.723697235971,34.2257344786
2016,0.824837773222,34.1273043778
2016,0.76525597233,34.1989234234
2016,0.705020411827,34.2085694615
2016,0.600485986975,34.0165635984
2016,0.745076510014,34.0945911837
2016,0.668156152119,34.0341420446
2016,0.686032106202,33.9704629675
2016,0.870243411736,34.0177637623
2016,0.654649032314,34.0966869029
2016,0.81373569824,34.0513438808
2016,0.847267549352,33.846680637
2016,0.914642959987,34.0041557118
2016,0.92969728003,34.0123877827
2016,0.888151433504,33.9077535584
2016,1.0991760944,33.8816835578
2016,1.10042049851,33.6863279405
2016,0.980852801882,33.7383727122
2016,1.16147473019,34.1084600285
2016,1.18605171542,33.7831026647
2016,1.18642638439,33.8867246639
2016,1.18251229805,33.6820766755
2016,1.27668504,33.7075400939
2016,1.21248229785,33.6779710449
2016,1.27867389204,33.8021500749
2016,1.08780304912,33.9199270671
2016,1.00533754463,33.898235473
2016,1.09679034076,34.0614213464
2016,0.466628134537,34.0883627928
2016,0.476862822752,34.0832486549
2016,0.668211764147,34.1901504829
2016,0.701300123399,34.1718526612
2016,0.908599253747,33.9655002122
2016,1.17030628246,33.7175053656
2016,1.09283640142,34.2767429715
2016,1.04621088835,34.1756276146
2016,0.95644003067,34.2303272331
2016,0.910679845102,34.1982252559
2016,1.01614360976,34.1558206804
2016,1.05396541899,34.1887838866
2016,0.913040229776,34.1850757915
2016,1.10129264687,34.1407290934
2016,1.16275393672,34.1957896769
2016,0.810925210548,34.3054058192
2016,0.871118976904,34.2794715976
2016,0.870548113864,34.2965228325
2016,0.844467796396,34.310821202
2016,0.923687976676,34.2495566457
2016,0.846367202409,34.350364886
2016,0.778737148585,34.291364337
2016,1.00128977428,34.3683510107
2016,1.02324227779,34.3541603195
2016,1.05831084891,34.4197082383
2016,1.08431210154,34.4119687803
2016,1.15750653337,34.3812528521
2016,1.27301353178,34.2810608569
2016,1.21526021587,34.3363401684
2016,1.14297812575,34.363498691
2016,1.17213459255,34.2813496814
2016,1.12376728353,34.3575874534
2016,1.23523562944,34.4050680252
2016,1.32412394701,34.3553564925
2016,1.32409758367,34.3191841529
2016,1.43242541771,34.5453815606
2016,1.43477918096,34.6648240909
2016,1.39639905562,34.723709575
2016,1.12075602442,34.168186134
2016,1.08240555309,34.1569226721
2016,1.0817926341,34.1792160604
2016,1.06026146727,34.1939973909
2016,0.938263150954,34.2722068525
2016,1.26430095173,34.2375200863
2016,1.39505787503,34.4553113901
2016,1.33127664553,34.0721669394
2016,1.22533716308,34.0873059121
2016,1.23807146704,33.9925705592
2016,1.35964528608,34.1684324209
2016,1.40830514928,34.0704956794
2016,1.32670938712,33.9964245155
2016,1.3637109962,33.8472090184
2016,1.43368182333,33.8957007744
2016,1.50853252878,33.9836289738
2016,1.65217942828,33.7738124824
2016,1.57350826104,33.8769930231
2016,1.45198777207,33.7796622939
2016,1.5474967259,33.1638349535
2016,1.46232094624,33.324372849
2016,1.60058461267,33.5141408336
2016,1.48415562823,33.5438488766
2016,1.54176414964,33.6084817632
2016,1.94265456067,33.5034036574
2016,1.72993501176,33.5267033533
2016,1.80502217596,33.5733337935
2016,1.72109953447,33.5907178438
2016,1.75806744852,33.6339469659
2016,1.65364115253,33.6736880317
2016,1.73696997429,33.2325248718
2016,1.60753092167,33.0742259912
2016,1.94713283123,33.3498249707
2016,1.8376753204,33.3237583301
2016,1.95759059362,33.8579275487
2016,1.94248553152,33.7412483413
2016,2.11442164551,33.491467547
2016,1.82311578885,33.839814042
2016,2.11265399647,33.7481922929
2016,2.15380637033,33.6009509673
2016,1.75029462689,34.1138223828
2016,1.94298748557,33.9442713434
2016,2.14475278597,33.9177034092
2016,1.35050326793,34.05142997
2016,1.49331988851,33.9285898798
2016,1.72221815521,33.6134637378
2016,1.71762237205,33.600414082
2016,1.87596971479,34.5349255347
2016,1.91795458048,34.7987312635
2016,1.76853409951,34.6002411421
2016,1.8754385206,34.6919100479
2016,2.33256461982,34.5726697548
2016,1.97611981861,34.565993675
2016,1.91793602026,34.9759690638
2016,1.60330655755,34.836105337
2016,2.19921867331,34.9469998586
2016,1.99728144006,34.3555347785
2016,2.2331876905,34.1996196126
2016,2.43817216094,34.4598680128
2016,2.47810568671,34.4441644185
2016,2.49976829585,34.3466009723
2016,2.57262533677,34.848012009
2016,2.5810930258,34.5432405538
2016,2.60756691905,34.5945622463
2016,2.47773873702,34.8661720052
2016,3.49546653921,34.1659597661
2016,3.62307393814,34.1745253988
2016,3.6133762833,33.9448640057
2016,3.79432044957,33.9292704217
2016,3.529102528,34.047912188
2016,3.43263572334,34.174628461
2016,3.09981946056,33.9040816444
2016,2.99525276509,34.1753841356
2016,3.07760298844,34.0359141641
2016,2.74938424571,33.6801916973
2016,2.59934539296,33.611183775
2016,2.56596084006,33.7647506541
2016,1.80329924489,34.6998472864
2016,2.52421752039,34.6545564072
2016,3.05134102876,34.1525152966
2016,2.76831730875,34.1809580297
2016,2.56476506171,33.2285137193
2016,2.39320382861,33.6340940163
2016,2.37964584412,33.262308262
2016,2.4032780028,33.1102405267
2016,2.36918253597,33.2349317938
2016,2.42289737864,33.0157930542
2016,2.21996016512,33.3080468885
2016,2.23725621861,32.9584265501
2016,2.13974680109,33.0911678445
2016,2.03854745103,33.008811926
2016,2.55478570494,32.8325583804
2016,2.2859432643,32.9907198154
2016,2.29699951081,32.9349550427
2016,2.37086414153,32.9568315116
2016,2.35848951972,32.7114328354
2016,2.11480448722,32.8835085401
2016,2.20933208665,32.6591483654
2016,2.21165278702,32.7109131578
2016,2.34288614164,32.895546457
2016,2.26608601009,32.4399453692
2016,2.32458354066,32.5315088086
2016,2.46528999286,32.6702623467
2016,2.24731310943,32.2968807801
2016,2.23962224305,32.5433570762
2016,2.35677250868,32.376208355
2016,2.58361654764,32.4852860772
2016,2.53762626077,32.6846051596
2016,1.94905571067,32.673950994
2016,1.83607835167,32.5686531663
2016,1.87883754697,32.7500838947
2016,1.77343799099,32.4686422518
2016,1.94585953449,32.4910162683
2016,2.09545372046,32.5369415642
2016,1.9309707173,32.4069259079
2016,1.96955768835,33.0721263392
2016,2.07612232508,33.1727702528
2016,2.07728137206,33.2354325627
2016,1.74297022059,32.87954141
2016,1.64090244924,32.7188374174
2016,2.42536291778,33.3442414035
2016,2.23468596692,32.9110229682
2016,2.24082673458,32.8868557875
2016,2.25193396866,32.7038706914
2016,1.92364796691,33.1653996309
2016,2.63555211063,33.4515474669
2016,2.68101918775,33.3768813551
2016,2.84982690342,33.2315886597
2016,3.20374991849,33.4583298577
2016,2.94767048505,33.3410917186
2016,3.10694409717,33.1967413743
2016,3.34286703045,32.9212507377
2016,3.37052708648,33.2410863503
2016,3.40322741142,33.421386254
2016,3.3433666383,32.4948764253
2016,3.69494694352,32.8105121404
2016,3.38126290015,32.5295109057
2016,3.15846007587,32.8496295164
2016,2.70016824673,32.8691539334
2016,2.95637664034,32.9343127696
2016,3.01994759026,32.9758329738
2016,2.94053654766,31.7767731339
2016,2.87685680365,31.945875429
2016,3.19297405372,32.1173734998
2016,2.79960845413,32.0599300646
2016,2.96853132492,32.4282256877
2016,2.82424256662,32.2360092556
2016,3.12696779904,32.2794265449
2016,2.85309963155,32.3595290217
2016,2.50595585048,32.3759752953
2016,2.64953969132,32.4309826617
2016,2.80063417628,32.509808007
2016,2.71213621469,32.7514040928
2016,2.67163858738,31.9258990633
2016,2.49145016012,31.9049864056
2016,2.54746155557,32.1768491667
2016,2.85850695574,33.3402740726
2016,3.2990124251,32.8989440979
2016,3.27591146656,32.8008370822
2016,3.48913950426,32.8142087812
2016,2.77654376767,32.2535180375
2016,2.79434337085,32.3052308236
2016,2.76434858006,32.2865287387
2016,2.76791428424,32.3093768656
2016,3.33222021637,31.7438232151
2016,3.43234440524,31.961395051
2016,3.52117369862,31.8118013654
2016,3.20752763726,31.5433851086
2016,3.59221428027,31.571312666
2016,3.70111728325,31.6997189715
2016,3.26817857992,31.393413403
2016,3.6098322122,31.1119462695
2016,3.68228379577,31.4199029001
2016,3.39867487605,31.1416796678
2016,3.40329443987,31.2971799266
2016,3.4212525544,31.0549120303
2016,3.3713861605,31.0732755612
2016,3.16593375891,30.938195929
2016,3.31200240884,30.9293879488
2016,3.13920751224,30.8521922831
2016,3.24333983305,30.9819416085
2016,3.08832758461,30.8876510838
2016,3.05340605768,30.9304972168
2016,3.00982769418,30.9735226198
2016,2.99977272935,30.8966770513
2016,3.14881228936,31.4983175526
2016,2.68485831409,31.1588563941
2016,3.01014446806,31.3992119726
2016,3.22390797092,31.0344982546
2016,3.1273686408,30.9676948489
2016,3.27234201699,31.1802376032
2016,3.10908771947,31.0956542997
2016,2.92537249215,30.9594360067
2016,2.95259763066,30.9401311484
2016,2.35799553146,31.4199629347
2016,2.24166875424,31.2736686387
2016,2.71326599624,31.3736656713
2016,2.35155958691,31.073645236
2016,2.51286158661,31.1694945675
2016,2.42969817705,31.2459540835
2016,2.38299401395,30.9051833956
2016,2.3796158423,30.8959487259
2016,2.57985798381,30.8208591554
2016,2.61502313948,30.9017940225
2016,3.37083059208,31.7971999735
2016,3.47344202666,31.2274075031
2016,3.28523097734,30.9544340576
2016,3.02217423404,30.9042832836
2016,2.45696506173,31.0976523702
2016,1.92430882099,31.9638436574
2016,2.0142150756,32.1414606142
2016,1.80745563465,32.0997377482
2016,2.2335343617,32.2734740381
2016,1.62852284426,31.5642650984
2016,1.6066589957,31.4941948057
2016,1.50404168101,31.7163420628
2016,1.76852686442,31.7778563357
2016,1.78724902543,31.8044550141
2016,2.01350115631,31.5015868394
2016,2.18768848296,31.3793817306
2016,1.36950923294,31.4248786285
2016,1.58735390606,31.1609980969
2016,1.64024213818,31.3267370821
2016,1.58992291755,31.3776896648
2016,1.53027411292,31.4228549615
2016,1.34790118092,31.2561823032
2016,1.23246499498,31.055947249
2016,1.41511621709,30.8764763145
2016,1.22951616994,30.7309987201
2016,0.961930078654,31.1454415139
2016,1.1353511117,31.1127116204
2016,1.06055833241,31.133724615
2016,1.10858589352,31.3818112129
2016,1.01647599585,31.3460740577
2016,1.04128034543,31.2875699368
2016,0.906085487167,31.4126098869
2016,0.958890286363,30.722736538
2016,0.883050626585,30.8806975394
2016,0.950256410549,30.8978478423
2016,1.02325657372,30.8337441973
2016,1.05819112347,30.7051454664
2016,1.01407339339,30.5694061933
2016,0.984544958702,30.7940732439
2016,0.99682006269,31.1139994325
2016,0.813495333023,30.931490597
2016,1.95888477852,32.1421304581
2016,1.79580425954,32.013702124
2016,1.68177367431,31.6865157197
2016,1.67628015972,31.6991767842
2016,1.43523175109,31.3599440337
2016,1.43629233362,31.3533595113
2016,1.42727000727,31.3939257856
2016,0.934915982423,30.8223690776
2016,0.530021067331,31.1327828999
2016,0.491797983726,31.0942604653
2016,0.544544329434,30.9093996523
2016,0.370140222588,31.0388725681
2016,0.42077985625,30.8629268951
2016,0.719222734624,30.7913384345
2016,0.772729469936,30.4511165985
2016,0.715234878215,30.7079405595
2016,0.516566658598,30.7679903148
2016,0.712185922011,30.5472812201
2016,0.749194244518,30.6167418149
2016,0.829183372458,30.6835849601
2016,0.542855637456,30.2138980579
2016,0.432774380853,30.1799712644
2016,0.658937919111,30.1762593285
2016,0.880151614373,30.4625760145
2016,0.653180413749,30.2448964454
2016,0.722265987456,30.2336916133
2016,0.616038405812,30.184489762
2016,0.771228979646,30.2529110579
2016,0.792501802885,30.1083928297
2016,0.661826190452,29.9736915479
2016,0.721037084188,30.0182408308
2016,0.00879038747101,29.7610444051
2016,0.0763113486379,29.8919693437
2016,0.143859082575,29.956823911
2016,0.0331689965114,29.7571857298
2016,0.000462823543537,29.8250258309
2016,0.305101575368,30.0719705848
2016,0.454234780553,30.1174824449
2016,0.346510380557,30.2266167377
2016,0.320083875986,30.1266384504
2016,0.239953880248,30.0365757906
2016,0.409129317077,30.4560538195
2016,0.206605704567,30.5468423859
2016,0.228280995828,30.5326790753
2016,0.339770499347,30.6800311276
2016,-0.164573708778,30.4311796507
2016,-0.0204395326298,30.3256582025
2016,0.51625634502,31.0538293322
2016,0.720083053914,30.7518869216
2016,0.460489594382,30.2071214955
2016,0.615528853225,30.3602955099
2016,0.619596557807,30.2561303011
2016,1.0500796183,30.2719599976
2016,0.29967906545,30.1634768277
2016,0.158678833649,30.0701844109
2016,0.185809361892,30.1007536135
2016,0.152314340474,30.7059020993
2016,-0.0575010010293,30.6608013029
2016,0.187108770514,30.7614334005
2016,-0.29278459822,30.6185106553
2016,-0.0349175894586,31.0071277749
2016,-0.794600195881,31.1393598222
2016,-0.868028688704,30.8390140041
2016,-0.8120927842,31.0503099812
2016,-0.77307282858,30.720834684
2016,-1.0353576719,30.6488475921
2016,-0.905936346099,30.6876342926
2016,-0.555554365539,30.486004018
2016,-0.356151543645,30.6586296013
2016,-0.319808796924,30.5306916338
2016,-0.832400732033,30.4825748299
2016,-0.715638302797,30.4229511345
2016,0.0182090385262,30.5714785079
2016,0.0885853520199,30.5671845384
2016,-0.284113409133,30.363762651
2016,-0.38145496222,30.4729998501
2016,-0.697420886887,30.2124728743
2016,-0.266582480468,30.0703127068
2016,-0.228087190354,30.1689080353
2016,-0.593700018611,30.1326549724
2016,-0.393402557358,30.1634713526
2016,-0.531995257657,30.0419190787
2016,-0.531392078808,30.0172773456
2016,-0.599434116664,30.0985234089
2016,-0.576697618082,30.0188185905
2016,-0.795414508811,30.064141063
2016,-0.774974373035,30.1735287962
2016,-0.86853686744,30.2271763042
2016,-1.00859325128,30.4127159586
2016,-0.883287518146,30.5459140824
2016,-0.972923649792,30.2717259684
2016,-0.967696715267,30.1351017386
2016,-0.0865574510386,30.7619450912
2016,-0.843758082309,30.7759547111
2016,-0.605368368637,30.6957107485
2016,-0.616843585563,30.6514841512
2016,-0.626214628491,30.6313784172
2016,-0.143727979593,30.49690549
2016,-0.0567422185074,30.4301544715
2016,-0.563309504178,30.4093748996
2016,-0.526753596199,30.1616105987
2016,-0.856152181142,30.1280079616
2016,-0.846545543057,29.9401207081
2016,-0.889747280698,30.0332043904
2016,-0.971006805972,29.8593947587
2016,-1.00859665337,29.9695822457
2016,-0.715193551274,29.8213970975
2016,-0.773024233526,30.0440282075
2016,-0.441406383706,29.7996784687
2016,-0.802302854395,29.8506290337
2016,-0.822731507165,29.8122873245
2016,-0.79715817767,29.7526703623
2016,-0.65716171724,29.7173085675
2016,-0.899393560315,29.7238921921
2016,-0.690425365229,29.7820863401
2016,-0.873881054708,29.8217958064
2016,-1.30395658287,30.0327403097
2016,-1.22499454617,30.0709398472
2016,-1.30461207348,29.9762283337
2016,-1.22815307463,30.0213462218
2016,-1.43349152419,29.9776895175
2016,-1.19954842216,29.927393149
2016,-1.28347528542,29.9069119274
2016,-1.1224320909,29.8275940148
2016,-1.19993907758,29.7859623478
2016,-1.16692459993,29.8483847171
2016,-1.16517269669,30.1039290853
2016,-1.16105083374,30.1696756077
2016,-1.20671251273,30.0895216668
2016,-1.21148717503,29.7536616545
2016,-1.32478349228,29.72734869
2016,-1.29635476296,29.6283830651
2016,-1.31660510023,29.7765324344
2016,-1.2365576907,29.715674888
2016,-1.28195787507,29.669527654
2016,-1.33928480111,29.6991117347
2016,-0.839774748522,29.9786828464
2016,-0.788360164058,29.9177970662
2016,-0.914931500036,29.7609708573
2016,-1.25509866285,29.9866025184
2016,-1.26555722194,29.9779398565
2016,-1.18360532475,30.1271766803
2016,-0.350581833459,32.2658131515
2016,-0.399738,32.263177
2016,-0.298817990157,32.1403938036
2016,-0.259435654779,32.114079015
2016,-0.412388718805,32.3910782925
2016,-0.249261983028,32.3775739763
2016,-0.658714401015,32.3394455078
2016,-0.910752253472,31.7230661399
2016,-0.660090982682,31.4251868006
2016,-0.327294513448,32.3027749368
2016,-0.3202757998,32.288172632
2016,-0.101881336583,32.6124260531
2016,0.0222589417156,32.7772076607
2016,0.186204492099,32.755527249
2016,0.0486326157076,33.276792587
2016,0.242356,33.254327
2016,0.304805867744,33.3655791464
2016,0.0937987212519,33.0391823124
2016,0.08196458315,33.4906342473
2016,0.0460062077061,33.0078557229
2016,-0.0957084126534,33.2518583931
2016,0.221584249155,33.3449229135
2016,0.204962530782,33.268476097
2016,0.201055885213,33.8118775461
2016,-0.138174601796,33.7165382231
2016,-0.127396709255,33.7248085718
2016,0.0903406109702,33.8334377349
2016,0.493588555335,33.4032384582
2016,0.322631775615,33.6733011256
2016,0.411448475624,33.3524896313
2016,0.480996588182,33.4161339376
2016,0.298779197253,33.5016611258
2016,0.329479064,33.4770868394
2016,0.235795476952,33.4579098043
2016,0.250332920035,33.53351966
2016,0.213377950395,33.5580305901
2016,0.235902527359,33.5914551411
2016,0.204769049002,33.5698890605
2016,0.177023548456,33.5494320866
2016,0.242547304902,33.5109582162
2016,0.223461182546,33.4947629655
2016,0.266963375099,33.437439943
2016,0.451593590509,33.2950999547
2016,0.15068056901,33.5663041724
